"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"pacId"	"transcriptName"	"peptideName"	"Pfam"	"Panther"	"KOG"	"KEGG.ec"	"KO"	"GO"	"Best.hit.arabi.name"	"arabi.symbol"	"arabi.defline"
"Prupe.7G160000"	355.99300286275	-1.74551130088337	0.377653036154506	-4.62199726674313	3.80063022940956e-06	5.61302648674077e-05	32102394	"Prupe.7G160000.1"	"Prupe.7G160000.1.p"	"PF14363,PF00004"	"PTHR23070,PTHR23070:SF35"	"KOG0743"	""	"K08900"	"GO:0005524"	"AT2G18193.1"	""	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Prupe.7G160100"	167.124823133362	-1.68984503037099	0.236087339089775	-7.1577113659975	8.20350479378953e-13	4.11518768633866e-11	32102336	"Prupe.7G160100.1"	"Prupe.7G160100.1.p"	"PF00931"	"PTHR23155,PTHR23155:SF458"	"KOG4658"	""	""	"GO:0043531"	"AT3G50950.2"	"ZAR1"	"HOPZ-ACTIVATED RESISTANCE 1"
"Prupe.7G160600"	104.646695535669	-0.769253557630778	0.242896220390975	-3.16700505422669	0.00154017641531237	0.010743656223201	32103052	"Prupe.7G160600.1"	"Prupe.7G160600.1.p"	"PF00170"	"PTHR22952,PTHR22952:SF182"	""	""	""	"GO:0043565,GO:0006355,GO:0003700"	"AT1G75390.1"	"AtbZIP44,bZIP44"	"basic leucine-zipper 44"
"Prupe.7G161000"	373.589126358119	-1.8893437713734	0.2738156689067	-6.90005717684905	5.19816129152143e-12	2.32671984314561e-10	32104584	"Prupe.7G161000.1"	"Prupe.7G161000.1.p"	"PF00257"	""	""	""	""	"GO:0009415,GO:0006950"	"AT3G50980.1"	"XERO1"	"dehydrin xero 1"
"Prupe.7G161100"	4877.88590815985	-1.59063068418318	0.5021410170189	-3.16769718121496	0.00153651473653709	0.0107276856785445	32102679	"Prupe.7G161100.1"	"Prupe.7G161100.1.p"	"PF00257"	"PTHR33346,PTHR33346:SF3"	""	""	""	"GO:0009415,GO:0006950"	"AT1G20440.1"	"AtCOR47,COR47,RD17"	"cold-regulated 47"
"Prupe.7G161200"	951.122383018101	-1.58445532865669	0.511227981203418	-3.09931260985935	0.00193970237303014	0.013024720913001	32102241	"Prupe.7G161200.1"	"Prupe.7G161200.1.p"	"PF00257"	"PTHR33346"	""	""	""	"GO:0009415,GO:0006950"	"AT3G50980.1"	"XERO1"	"dehydrin xero 1"
"Prupe.7G161700"	130.179786339198	0.667293323914825	0.216483238559101	3.08242489513872	0.00205321534944572	0.0136652888257554	32101499	"Prupe.7G161700.1"	"Prupe.7G161700.1.p"	"PF00534,PF16994"	"PTHR12526,PTHR12526:SF376"	"KOG0853"	"2.4.1.245"	""	""	"AT1G75420.1"	""	"UDP-Glycosyltransferase superfamily protein"
"Prupe.7G162900"	117.141379257168	-2.17354970972983	0.475019227308591	-4.57570890771082	4.74610089223658e-06	6.87475752285136e-05	32104196	"Prupe.7G162900.1"	"Prupe.7G162900.1.p"	"PF00067"	"PTHR24286,PTHR24286:SF79"	"KOG0157"	"1.14.13.112"	"K12637"	"GO:0055114,GO:0020037,GO:0016705,GO:0005506"	"AT4G36380.1"	"ROT3"	"Cytochrome P450 superfamily protein"
"Prupe.7G163600"	25.4481641461668	-1.15710681058361	0.388449321139242	-2.9787844838808	0.00289394247572323	0.0180791510615274	32100585	"Prupe.7G163600.1"	"Prupe.7G163600.1.p"	"PF05142"	"PTHR31604,PTHR31604:SF3"	""	""	""	""	"AT5G66350.1"	"SHI"	"Lateral root primordium (LRP) protein-related"
"Prupe.7G163900"	247.591807637051	-1.2071287589127	0.199570354787974	-6.04863763556049	1.46075797995026e-09	4.52812740025372e-08	32103933	"Prupe.7G163900.1"	"Prupe.7G163900.1.p"	"PF00171"	"PTHR11699,PTHR11699:SF117"	""	"1.2.1.3"	"K00128"	"GO:0055114,GO:0016491,GO:0008152"	"AT4G36250.1"	"ALDH3F1"	"aldehyde dehydrogenase 3F1"
"Prupe.7G164100"	218.721828869408	-3.7565562611274	0.522500068049691	-7.18958042464817	6.49907289348808e-13	3.31498499149944e-11	32103939	"Prupe.7G164100.1"	"Prupe.7G164100.1.p"	"PF01486,PF00319"	"PTHR11945,PTHR11945:SF219"	"KOG0014"	""	"K09264"	"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677"	"AT3G54340.1"	"AP3,ATAP3"	"K-box region and MADS-box transcription factor family protein "
"Prupe.7G164500"	194.680896959512	0.882257070986768	0.293273290400024	3.0083103366944	0.00262704722001107	0.01666742793855	32104358	"Prupe.7G164500.1"	"Prupe.7G164500.1.p"	"PF00320"	"PTHR10071,PTHR10071:SF163"	"KOG1601"	""	""	"GO:0043565,GO:0008270,GO:0006355,GO:0003700"	"AT5G66320.1"	"GATA5"	"GATA transcription factor 5"
"Prupe.7G166700"	293.263628961852	-0.899759318296009	0.28053778185834	-3.20726610275385	0.00134002979891979	0.0095976117005112	32103116	"Prupe.7G166700.1"	"Prupe.7G166700.1.p"	"PF16363"	"PTHR10366,PTHR10366:SF346"	""	"4.2.1.47"	"K01711"	""	"AT3G51160.1"	"GMD2,MUR1,MUR_1"	"NAD(P)-binding Rossmann-fold superfamily protein"
"Prupe.7G167000"	64.0215273936477	2.15392760478394	0.571375460358461	3.76972368297483	0.000163428382161528	0.00159481668955518	32103014	"Prupe.7G167000.1"	"Prupe.7G167000.1.p"	"PF02519"	"PTHR31374,PTHR31374:SF35"	""	""	"K14488"	"GO:0009733"	"AT4G34760.1"	""	"SAUR-like auxin-responsive protein family "
"Prupe.7G167200"	280.619320367635	0.581492183194666	0.189480986108977	3.0688682549933	0.00214871324896798	0.0141941920299973	32102182	"Prupe.7G167200.1"	"Prupe.7G167200.1.p"	""	"PTHR31161,PTHR31161:SF6"	""	""	""	""	"AT2G17990.1"	""	""
"Prupe.7G167400"	71.2887709400889	-0.783802641193511	0.288486432040072	-2.7169480229997	0.00658869539156245	0.0353026493934651	32102946	"Prupe.7G167400.1"	"Prupe.7G167400.1.p"	"PF00641"	"PTHR23111,PTHR23111:SF37"	"KOG4198"	""	""	"GO:0008270"	"AT2G17975.1"	""	"zinc finger (Ran-binding) family protein"
"Prupe.7G167700"	4.10441341758559	-3.38984318900335	0.920565487442904	-3.68234876849389	0.000231094959826811	0.00215695689818187	32103651	"Prupe.7G167700.1"	"Prupe.7G167700.1.p"	"PF00046"	"PTHR24326,PTHR24326:SF123"	""	""	""	"GO:0003677"	"AT2G17950.1"	"PGA6,WUS,WUS1"	"Homeodomain-like superfamily protein"
"Prupe.7G168200"	91.5191099724933	1.97221052661951	0.36416615724095	5.4156886558643	6.10532592441186e-08	1.37241796662883e-06	32101324	"Prupe.7G168200.1"	"Prupe.7G168200.1.p"	"PF02704"	"PTHR23201,PTHR23201:SF2"	""	""	""	""	"AT1G75750.1"	"GASA1"	"GAST1 protein homolog 1"
"Prupe.7G168300"	646.620701197773	0.855250313359693	0.297428961168271	2.87547759303719	0.00403416777849874	0.0237799887053272	32100359	"Prupe.7G168300.1"	"Prupe.7G168300.1.p"	"PF14226,PF03171"	"PTHR10209,PTHR10209:SF137"	"KOG0143"	"1.14.11.9"	"K00475"	"GO:0055114,GO:0016491"	"AT3G51240.1"	"F3\'H,F3H,TT6"	"flavanone 3-hydroxylase"
"Prupe.7G168400"	679.288065327336	-0.636321600501176	0.234948270840785	-2.70834766403702	0.00676191467102541	0.0360498247401846	32104836	"Prupe.7G168400.1"	"Prupe.7G168400.1.p"	"PF14531,PF13499"	"PTHR24349,PTHR24349:SF87"	"KOG0032"	"2.7.11.1"	"K13412"	""	"AT5G66210.2"	"CPK28"	"calcium-dependent protein kinase 28"
"Prupe.7G168700"	585.373233137753	1.68391159620228	0.530607827436425	3.17355212104185	0.00150585861894894	0.0105498165233966	32103316	"Prupe.7G168700.1"	"Prupe.7G168700.1.p"	"PF00226"	"PTHR24078"	""	""	""	""	"AT4G36040.1"	""	"Chaperone DnaJ-domain superfamily protein"
"Prupe.7G169400"	26.7697379569047	2.05923243252402	0.418967080622488	4.91502203338858	8.87724751194506e-07	1.51292069312362e-05	32100903	"Prupe.7G169400.1"	"Prupe.7G169400.1.p"	"PF00314"	"PTHR31048,PTHR31048:SF3"	""	""	""	""	"AT4G36010.2"	""	"Pathogenesis-related thaumatin superfamily protein"
"Prupe.7G169500"	37.8637265425387	-1.67546590288224	0.504459980336354	-3.32130588786271	0.000895972820635974	0.0068470478292954	32102433	"Prupe.7G169500.1"	"Prupe.7G169500.1.p"	"PF00314"	"PTHR31048,PTHR31048:SF11"	""	""	""	""	"AT4G38660.1"	""	"Pathogenesis-related thaumatin superfamily protein"
"Prupe.7G169800"	105.321716495697	1.04504164578957	0.251689596152414	4.15210506022161	3.29430954658199e-05	0.000389616191786811	32104383	"Prupe.7G169800.1"	"Prupe.7G169800.1.p"	"PF03169"	"PTHR22601,PTHR22601:SF12"	""	""	""	"GO:0055085"	"AT4G10770.1"	"ATOPT7,OPT7"	"oligopeptide transporter 7"
"Prupe.7G169900"	51.0457210140623	-1.96192585775811	0.369747691756046	-5.30612063713046	1.11982860546739e-07	2.35117828648957e-06	32102993	"Prupe.7G169900.1"	"Prupe.7G169900.1.p"	"PF01189"	"PTHR22807,PTHR22807:SF16"	"KOG2198"	"2.1.1.176"	""	"GO:0008168"	"AT5G66180.1"	""	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Prupe.7G171200"	198.039205569647	-0.583697159655929	0.210894276803795	-2.76772403927761	0.00564492316126996	0.0311641380055364	32101595	"Prupe.7G171200.1"	"Prupe.7G171200.1.p"	"PF00141"	"PTHR31356,PTHR31356:SF9"	""	"1.11.1.11"	"K00434"	"GO:0055114,GO:0020037,GO:0006979,GO:0004601"	"AT4G35000.1"	"APX3"	"ascorbate peroxidase 3"
"Prupe.7G173900"	862.656755411075	-1.22001974606115	0.260460616947154	-4.68408529612249	2.81212894172542e-06	4.28040493476681e-05	32101194	"Prupe.7G173900.1"	"Prupe.7G173900.1.p"	"PF00026"	"PTHR13683,PTHR13683:SF232"	"KOG1339"	"3.4.23.12"	""	"GO:0006508,GO:0004190"	"AT2G17760.1"	""	"Eukaryotic aspartyl protease family protein"
"Prupe.7G174700"	68.7013321515828	1.20479659827848	0.307812754607154	3.91405677719919	9.07582800221732e-05	0.000957215500223501	32103363	"Prupe.7G174700.1"	"Prupe.7G174700.1.p"	"PF13488,PF13639"	"PTHR14155"	""	""	""	"GO:0008270,GO:0005515"	"AT4G35840.1"	""	"RING/U-box superfamily protein"
"Prupe.7G174800"	1246.5586588613	0.656648115444553	0.194480571975813	3.37642011627885	0.000734356934049565	0.0058103781347527	32101159	"Prupe.7G174800.1"	"Prupe.7G174800.1.p"	"PF00694,PF00330"	"PTHR11670,PTHR11670:SF40"	""	"4.2.1.3"	"K01681"	"GO:0008152"	"AT4G35830.1"	"ACO1"	"aconitase 1"
"Prupe.7G175100"	116.257414698708	-1.13497930209471	0.26542415563453	-4.27609649687459	1.90198807571154e-05	0.000238228100553144	32102320	"Prupe.7G175100.1"	"Prupe.7G175100.1.p"	""	"PTHR33674,PTHR33674:SF5"	""	""	""	""	"AT2G17705.1"	""	""
"Prupe.7G177400"	103.011434904757	0.748148407540293	0.228480448320448	3.27445264152757	0.00105866882761622	0.0078833087178179	32100345	"Prupe.7G177400.1"	"Prupe.7G177400.1.p"	"PF03478"	"PTHR13710,PTHR13710:SF95"	""	""	""	""	"AT1G65770.1"	"AMR1"	"ascorbic acid mannose pathway regulator 1"
"Prupe.7G178500"	5.51605367325552	-3.39819408834462	0.860791182264393	-3.94775662014259	7.88869398980805e-05	0.00085321902175481	32102805	"Prupe.7G178500.1"	"Prupe.7G178500.1.p"	"PF00187,PF00182"	"PTHR22595,PTHR22595:SF34"	"KOG4742"	"3.2.1.14"	"K01183"	"GO:0008061,GO:0016998,GO:0006032,GO:0004568"	"AT3G12500.1"	"ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3"	"basic chitinase"
"Prupe.7G179000"	6.52243404313518	-4.13414970636121	0.880498572317506	-4.69523726254316	2.6629744879347e-06	4.07163201360947e-05	32102661	"Prupe.7G179000.1"	"Prupe.7G179000.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.7G179400"	8.39722316810268	-3.44207628725753	0.723205142332908	-4.75947429819721	1.94097838629612e-06	3.08346067202081e-05	32100130	"Prupe.7G179400.1"	"Prupe.7G179400.1.p"	"PF00180"	"PTHR11835,PTHR11835:SF51"	""	"1.1.1.41"	"K00030"	"GO:0055114,GO:0016616,GO:0051287,GO:0000287"	"AT4G35260.1"	"IDH-I,IDH1"	"isocitrate dehydrogenase 1"
"Prupe.7G179500"	57.0223953294281	-1.39429595303118	0.392821900049764	-3.54943538752433	0.000386058193569058	0.00336577961054257	32100548	"Prupe.7G179500.1"	"Prupe.7G179500.1.p"	"PF00132,PF06426"	"PTHR23416,PTHR23416:SF63"	"KOG4750"	"2.3.1.30"	"K00640"	"GO:0009001,GO:0006535,GO:0005737"	"AT4G35640.1"	"ATSERAT3;2,SERAT3;2"	"serine acetyltransferase 3;2"
"Prupe.7G180100"	21.3833390620049	-4.02364197737638	0.635246603041876	-6.33398424817887	2.38909915299222e-10	8.49151716402088e-09	32104426	"Prupe.7G180100.1"	"Prupe.7G180100.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.7G181300"	35.6071556331372	2.09856384857307	0.480029890479891	4.37173578185957	1.23262639296201e-05	0.000162483295269024	32100121	"Prupe.7G181300.1"	"Prupe.7G181300.1.p"	"PF03018"	"PTHR21495,PTHR21495:SF60"	""	""	""	""	"AT1G58170.1"	""	"Disease resistance-responsive (dirigent-like protein) family protein"
"Prupe.7G181400"	56.618126093667	-4.01308859804208	0.770690246510377	-5.20713557257669	1.91777980302065e-07	3.80306752369217e-06	32102062	"Prupe.7G181400.1"	"Prupe.7G181400.1.p"	"PF01255"	"PTHR10291,PTHR10291:SF0"	"KOG1602"	"2.5.1.20"	"K11778"	"GO:0016765"	"AT2G17570.1"	""	"Undecaprenyl pyrophosphate synthetase family protein"
"Prupe.7G181500"	146.194833508214	-1.96561967397947	0.310474880218314	-6.33101033036015	2.43561035752209e-10	8.64174922322209e-09	32100709	"Prupe.7G181500.1"	"Prupe.7G181500.1.p"	"PF07714"	"PTHR27001,PTHR27001:SF32"	"KOG1187"	"2.7.11.1,2.7.10.2"	""	"GO:0006468,GO:0004672"	"AT2G17220.1"	""	"Protein kinase superfamily protein"
"Prupe.7G182700"	939.243519528714	-1.1482487102531	0.310630121694575	-3.69651437532547	0.000218579887775708	0.00205616535539957	32100270	"Prupe.7G182700.1"	"Prupe.7G182700.1.p"	"PF00505"	"PTHR13711,PTHR13711:SF223"	"KOG0381"	""	""	""	"AT1G20693.2"	"HMG BETA 1,HMGB2,NFD02,NFD2"	"high mobility group B2"
"Prupe.7G182800"	1287.87338885764	-0.611584539036055	0.193695130381231	-3.15745954909828	0.00159150315743402	0.0110472233484326	32103949	"Prupe.7G182800.1"	"Prupe.7G182800.1.p"	"PF00505"	"PTHR13711,PTHR13711:SF223"	"KOG0381"	""	""	""	"AT1G20696.3"	"HMGB3,NFD03,NFD3"	"high mobility group B3"
"Prupe.7G183200"	272.012788107973	-0.881117232550443	0.304349537109204	-2.89508320242422	0.00379058046229316	0.0226289794823612	32102615	"Prupe.7G183200.1"	"Prupe.7G183200.1.p"	"PF14309"	"PTHR21726,PTHR21726:SF37"	""	""	""	""	"AT2G17550.1"	""	""
"Prupe.7G183800"	242.996719319273	1.54585800651472	0.334319770633144	4.62389048540901	3.76608755201522e-06	5.57008998433857e-05	32103747	"Prupe.7G183800.1"	"Prupe.7G183800.1.p"	"PF01490"	"PTHR22950,PTHR22950:SF291"	"KOG1304"	""	"K14209"	""	"AT2G42005.1"	""	"Transmembrane amino acid transporter family protein"
"Prupe.7G185200"	144.73021292779	2.67265542474704	0.270800762232216	9.86945310905438	5.64716559449285e-23	7.66734496649609e-21	32101657	"Prupe.7G185200.1"	"Prupe.7G185200.1.p"	"PF03547"	"PTHR31651"	"KOG2722"	""	""	"GO:0055085,GO:0016021"	"AT2G17500.1"	""	"Auxin efflux carrier family protein"
"Prupe.7G186800"	155.594505323607	0.55381686217062	0.212148378302628	2.6105165950437	0.00904055855053093	0.0452939767380352	32104027	"Prupe.7G186800.1"	"Prupe.7G186800.1.p"	"PF11817"	"PTHR14374"	"KOG4386"	""	""	""	"AT5G65950.1"	""	""
"Prupe.7G187000"	338.532930935728	2.41082690923521	0.501261362488424	4.80952072042235	1.51292613387303e-06	2.45125327306748e-05	32104758	"Prupe.7G187000.1"	"Prupe.7G187000.1.p"	"PF00368"	"PTHR10572,PTHR10572:SF9"	""	"1.1.1.34"	"K00021"	"GO:0055114,GO:0050662,GO:0015936,GO:0004420"	"AT1G76490.1"	"HMG1,HMGR1"	"hydroxy methylglutaryl CoA reductase 1"
"Prupe.7G189800"	1620.66170760816	1.47566873599023	0.277732691463057	5.31326985028883	1.07675403887308e-07	2.27245313530457e-06	32103291	"Prupe.7G189800.1"	"Prupe.7G189800.1.p"	"PF03435,PF04455,PF05222,PF16653"	"PTHR11133,PTHR11133:SF14"	"KOG0172"	"1.5.1.8,1.5.1.9"	"K14157"	"GO:0055114,GO:0016491"	"AT4G33150.1"	"LKR,LKR/SDH,SDH"	"lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme"
"Prupe.7G190500"	24.1563133610291	5.55066987539768	0.790170953881096	7.02464428505549	2.14612298717839e-12	1.01646373853198e-10	32103380	"Prupe.7G190500.1"	"Prupe.7G190500.1.p"	"PF04043,PF01095"	"PTHR31707,PTHR31707:SF3"	""	"3.1.1.11"	""	"GO:0004857,GO:0042545,GO:0030599,GO:0005618"	"AT2G26450.1"	""	"Plant invertase/pectin methylesterase inhibitor superfamily"
"Prupe.7G190700"	6.60290677313894	3.95647629989852	0.873002547427482	4.53203293799916	5.84187379574521e-06	8.30255420266203e-05	32102076	"Prupe.7G190700.1"	"Prupe.7G190700.1.p"	"PF04043,PF01095"	"PTHR31707,PTHR31707:SF19"	""	"3.1.1.11"	"K01051"	"GO:0004857,GO:0042545,GO:0030599,GO:0005618"	"AT5G20860.1"	""	"Plant invertase/pectin methylesterase inhibitor superfamily"
"Prupe.7G192300"	1812.0787750529	1.6913734461567	0.301282108914108	5.61391930059443	1.97794487613665e-08	4.948750042678e-07	32104315	"Prupe.7G192300.1"	"Prupe.7G192300.1.p"	"PF00534,PF00862"	"PTHR12526,PTHR12526:SF391"	""	"2.4.1.13"	"K00695"	"GO:0016157,GO:0005985"	"AT3G43190.1"	"ATSUS4,SUS4"	"sucrose synthase 4"
"Prupe.7G192500"	423.7185463183	-0.77364813999527	0.222709437675077	-3.47380042835897	0.000513142547123576	0.00427080552297456	32103477	"Prupe.7G192500.1"	"Prupe.7G192500.1.p"	"PF02517"	"PTHR10794,PTHR10794:SF47"	"KOG1838"	"2.3.1.84"	"K07052"	"GO:0016020"	"AT2G03140.2"	""	"alpha/beta-Hydrolases superfamily protein"
"Prupe.7G192800"	80.7271476604645	3.2538845829827	0.641497380922321	5.07232715167814	3.92980031491566e-07	7.25605740830212e-06	32103343	"Prupe.7G192800.1"	"Prupe.7G192800.1.p"	"PF01095"	"PTHR31321,PTHR31321:SF30"	""	"3.1.1.11"	"K01051"	"GO:0042545,GO:0030599,GO:0005618"	"AT1G69940.1"	"ATPPME1,PPME1"	"Pectin lyase-like superfamily protein"
"Prupe.7G193300"	13.5215651190283	3.87562826296367	0.728619066178107	5.31914198086096	1.04257753708659e-07	2.21409114914552e-06	32101694	"Prupe.7G193300.1"	"Prupe.7G193300.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.7G193500"	7.59600999137793	2.72141680053963	0.777522188244284	3.50011464841259	0.000465058094842444	0.00393166175158208	32100477	"Prupe.7G193500.1"	"Prupe.7G193500.1.p"	"PF13738"	"PTHR23023,PTHR23023:SF143"	"KOG1399"	"1.14.13.8"	"K00485"	""	"AT1G19250.1"	"FMO1"	"flavin-dependent monooxygenase 1"
"Prupe.7G194100"	44.1439434554672	1.06002531847752	0.322230840060178	3.28964576537601	0.00100313583149387	0.00750821916361786	32103912	"Prupe.7G194100.1"	"Prupe.7G194100.1.p"	"PF04851,PF13959,PF00271"	"PTHR24031,PTHR24031:SF248"	""	"3.6.4.13"	"K14806"	"GO:0016787,GO:0005524,GO:0003677"	"AT2G40700.1"	""	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Prupe.7G194400"	240.606682231975	-5.31365586019237	0.327995068458948	-16.2004138817027	5.00888233985749e-59	7.84699213334904e-56	32101514	"Prupe.7G194400.1"	"Prupe.7G194400.1.p"	"PF00847"	"PTHR31985,PTHR31985:SF19"	""	""	""	"GO:0006355,GO:0003700"	"AT1G19210.1"	""	"Integrase-type DNA-binding superfamily protein"
"Prupe.7G194500"	72.0675514681126	-5.26495550155364	0.842193488565651	-6.25147970512149	4.0658194222644e-10	1.39264028307187e-08	32100253	"Prupe.7G194500.1"	"Prupe.7G194500.1.p"	"PF02449,PF02140"	"PTHR23421,PTHR23421:SF49"	""	"3.2.1.23"	""	"GO:0009341,GO:0005975,GO:0004565,GO:0030246,GO:0004553"	"AT5G20710.1"	"BGAL7"	"beta-galactosidase 7"
"Prupe.7G194800"	2803.84893206581	-0.926128353582062	0.215481969985994	-4.29793895815162	1.7239362100681e-05	0.000218253859618838	32104061	"Prupe.7G194800.1"	"Prupe.7G194800.1.p"	"PF09425,PF06200"	"PTHR33077,PTHR33077:SF13"	""	""	"K13464"	""	"AT1G19180.1"	"JAZ1,TIFY10A"	"jasmonate-zim-domain protein 1"
"Prupe.7G195000"	156.34186125363	-0.829484775445241	0.25853634344488	-3.2083875109887	0.00133481514225741	0.00957144525980592	32104198	"Prupe.7G195000.1"	"Prupe.7G195000.1.p"	"PF12708"	"PTHR31339,PTHR31339:SF14"	""	""	""	""	"AT3G42950.1"	""	"Pectin lyase-like superfamily protein"
"Prupe.7G195500"	31.2893548621214	1.67436926489774	0.503190460658714	3.32750597597949	0.000876271096916219	0.00671917814751344	32102156	"Prupe.7G195500.1"	"Prupe.7G195500.1.p"	"PF00504"	"PTHR21649,PTHR21649:SF5"	""	""	"K08908"	"GO:0016020,GO:0009765"	"AT1G19150.1"	"LHCA2*1,LHCA6"	"photosystem I light harvesting complex gene 6"
"Prupe.7G195600"	6.01343702122921	3.12363876298112	0.866157018889399	3.6063192872192	0.00031057096668048	0.00278900643995376	32101234	"Prupe.7G195600.1"	"Prupe.7G195600.1.p"	"PF08263,PF13855,PF00069"	"PTHR27008,PTHR27008:SF16"	"KOG1187"	"2.7.11.1"	""	"GO:0005515,GO:0006468,GO:0005524,GO:0004672"	"AT3G42880.1"	""	"Leucine-rich repeat protein kinase family protein"
"Prupe.7G196500"	28.2227486792101	2.07952332112018	0.414754674587499	5.01386349216776	5.33478412205098e-07	9.57252981759386e-06	32104599	"Prupe.7G196500.1"	"Prupe.7G196500.1.p"	"PF03088"	"PTHR10426,PTHR10426:SF35"	"KOG1520"	"4.3.3.2"	""	"GO:0016844,GO:0009058"	"AT3G51420.1"	"ATSSL4,SSL4"	"strictosidine synthase-like 4"
"Prupe.7G196600"	26.1327530517391	1.85407526014693	0.482301874655931	3.84422154997761	0.000120935713640728	0.00122719319581817	32103997	"Prupe.7G196600.1"	"Prupe.7G196600.1.p"	"PF07911"	"PTHR33108,PTHR33108:SF3"	""	""	""	""	"AT5G20670.1"	""	"Protein of unknown function (DUF1677)"
"Prupe.7G196900"	373.89718922929	1.55431106341811	0.494767186688117	3.14149989174179	0.00168084870872871	0.0115259814148044	32102792	"Prupe.7G196900.1"	"Prupe.7G196900.1.p"	"PF04525"	"PTHR31087,PTHR31087:SF3"	""	""	""	""	"AT2G05910.1"	""	"Protein of unknown function (DUF567)"
"Prupe.7G198400"	176.239709366833	-2.00365425437784	0.546074601278932	-3.66919510573315	0.000243315335665253	0.00225551211932569	32104328	"Prupe.7G198400.1"	"Prupe.7G198400.1.p"	"PF07714"	"PTHR27001,PTHR27001:SF15"	"KOG1187"	"2.7.11.1"	""	"GO:0006468,GO:0004672"	"AT2G05940.1"	""	"Protein kinase superfamily protein"
"Prupe.7G199300"	84.4648159540082	1.44206714788273	0.485021738150365	2.97320106389884	0.0029471132625106	0.0183610370162068	32101853	"Prupe.7G199300.1"	"Prupe.7G199300.1.p"	""	"PTHR39113,PTHR39113:SF1"	""	""	""	""	"AT3G42725.1"	""	"Putative membrane lipoprotein"
"Prupe.7G199500"	236.621328999219	-1.17458483197545	0.23268107171938	-5.04804633783031	4.46350901135178e-07	8.15280937445653e-06	32104734	"Prupe.7G199500.1"	"Prupe.7G199500.1.p"	"PF12796,PF13962"	"PTHR24177,PTHR24177:SF39"	""	""	""	""	"AT5G04700.1"	""	"Ankyrin repeat family protein"
"Prupe.7G199800"	927.563934623159	-1.32148539178239	0.256759156096231	-5.14678974597933	2.64982041988072e-07	5.13475191924745e-06	32100240	"Prupe.7G199800.1"	"Prupe.7G199800.1.p"	""	"PTHR24006,PTHR24006:SF493"	"KOG1947"	""	"K15082"	""	"AT2G06040.1"	""	""
"Prupe.7G199900"	826.944951404199	-1.17462813573113	0.240370775227368	-4.8867343986391	1.02522251531339e-06	1.72988249766964e-05	32102574	"Prupe.7G199900.1"	"Prupe.7G199900.1.p"	"PF10250"	"PTHR31741,PTHR31741:SF8"	""	""	""	""	"AT5G35570.1"	""	"O-fucosyltransferase family protein"
"Prupe.7G200000"	30.7888158048615	2.44749608634594	0.482141679781748	5.07630057507961	3.84854322908209e-07	7.15793894095761e-06	32102785	"Prupe.7G200000.1"	"Prupe.7G200000.1.p"	"PF03637"	"PTHR22599,PTHR22599:SF23"	"KOG0440"	""	"K06685"	""	"AT5G45550.1"	""	"Mob1/phocein family protein"
"Prupe.7G200700"	6.23639335768411	-2.9475039190898	0.778168333472034	-3.78774590574589	0.000152020199265533	0.0015051256092571	32100523	"Prupe.7G200700.1"	"Prupe.7G200700.1.p"	"PF00332"	"PTHR32227"	""	"3.2.1.39"	""	"GO:0005975,GO:0004553"	"AT5G20340.1"	"BG5"	"beta-1,3-glucanase 5"
"Prupe.7G201000"	55.9402536340704	1.5133764410228	0.351022361173775	4.31133912939979	1.62268809370275e-05	0.000207195396340754	32101173	"Prupe.7G201000.1"	"Prupe.7G201000.1.p"	"PF08880,PF08879"	"PTHR31602,PTHR31602:SF4"	""	""	""	"GO:0006355,GO:0005634,GO:0005524,GO:0032502,GO:0006351"	"AT3G13960.1"	"AtGRF5,GRF5"	"growth-regulating factor 5"
"Prupe.7G202600"	436.626222151234	1.05272793921674	0.347609024819884	3.02848276094735	0.00245785099910215	0.015833843824242	32103705	"Prupe.7G202600.1"	"Prupe.7G202600.1.p"	"PF06596"	"PTHR34455,PTHR34455:SF1"	""	""	""	"GO:0016020,GO:0015979,GO:0009523"	"AT2G06520.1"	"PSBX"	"photosystem II subunit X"
"Prupe.7G203000"	2.43928204089024	-2.36817602174399	0.911175733455574	-2.59903324330515	0.00934867193062188	0.0464718214642532	32100412	"Prupe.7G203000.1"	"Prupe.7G203000.1.p"	"PF13639"	"PTHR14155,PTHR14155:SF93"	""	""	""	"GO:0008270,GO:0005515"	"AT5G17600.1"	""	"RING/U-box superfamily protein"
"Prupe.7G203100"	853.88881961312	-1.10810445475627	0.19129214599139	-5.79273366929634	6.9249877784867e-09	1.89562232656801e-07	32100959	"Prupe.7G203100.1"	"Prupe.7G203100.1.p"	"PF03357"	"PTHR10476,PTHR10476:SF12"	"KOG3230"	""	"K12191"	"GO:0007034"	"AT2G06530.1"	"VPS2.1"	"SNF7 family protein"
